what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1328114425231
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1328114425246
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1328114425269
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1328114425278
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1328114425278
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1328114425305
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1328114425314
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1328114425340
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1328114425352
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1328114425411
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1328114425430
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1328114425441
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1328114425469
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1328114425508
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1328114425520
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1328114425530
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1328114425531
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1328114425532
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1328114425532
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1328114425541
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1328114425552
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1328114425560
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1328114425573
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1328114425579
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1328114425594
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1328114425855
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1328114425893
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328114425908
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1328114425918
os,sysinfo,,,"win32",1328114425922
arch,sysinfo,,,"x86",1328114425922
ws,sysinfo,,,"win32",1328114425922
locale,sysinfo,,,"en_US",1328114425922
processors,sysinfo,,,"2",1328114425922
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328114425922
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1328114425922
java.specification.name,sysinfo,,,"Java Platform API Specification",1328114425922
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328114425922
java.specification.version,sysinfo,,,"1.6",1328114425922
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1328114425922
java.version,sysinfo,,,"1.6.0_29",1328114425922
java.vm.info,sysinfo,,,"mixed mode, sharing",1328114425922
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1328114425922
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328114425922
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1328114425922
java.vm.specification.version,sysinfo,,,"1.0",1328114425922
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1328114425922
java.vm.version,sysinfo,,,"20.4-b02",1328114425922
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1328114425957
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1328114426243
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328114477306
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114483745
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114483843
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114483918
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114483941
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328114484837
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114484837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114487085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114567565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114571994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114578949
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1328114584463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114592389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328114614585
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114614999
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114615063
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1328114615316
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328114617489
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114617740
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328114617803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1328114621140
