what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1327004521369
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1327004521370
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1327004521371
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1327004521371
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1327004521372
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1327004521373
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1327004521373
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1327004521373
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1327004521374
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1327004521374
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1327004521375
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1327004521375
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1327004521376
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1327004521376
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1327004521376
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1327004521377
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1327004521377
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1327004521377
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1327004521378
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1327004521378
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1327004521379
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1327004521380
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1327004521381
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1327004521381
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1327004521383
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1327004521383
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1327004521384
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1327004521384
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1327004521385
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1327004521385
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1327004521386
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1327004521386
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1327004521387
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1327004521420
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1327004521421
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1327004521421
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1327004521422
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1327004521422
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1327004521436
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1327004521436
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1327004521437
started,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1327004521437
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1327004521437
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1327004521438
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1327004521438
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1327004521439
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1327004521439
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1327004521453
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1327004521453
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1327004521471
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1327004521472
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1327004521487
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1327004521487
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1327004521488
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1327004521488
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1327004521489
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1327004521516
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1327004521517
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1327004521518
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1327004521519
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1327004521519
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1327004521520
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1327004521541
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1327004521541
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1327004521541
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1327004521542
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1327004521542
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1327004521543
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1327004521544
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1327004521544
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1327004521562
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1327004521563
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1327004521563
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1327004521564
os,sysinfo,,,"win32",1327004521566
arch,sysinfo,,,"x86",1327004521566
ws,sysinfo,,,"win32",1327004521566
locale,sysinfo,,,"en_US",1327004521566
processors,sysinfo,,,"2",1327004521567
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327004521567
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1327004521567
java.specification.name,sysinfo,,,"Java Platform API Specification",1327004521567
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327004521567
java.specification.version,sysinfo,,,"1.6",1327004521567
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1327004521567
java.version,sysinfo,,,"1.6.0_29",1327004521567
java.vm.info,sysinfo,,,"mixed mode, sharing",1327004521567
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1327004521567
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327004521567
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327004521567
java.vm.specification.version,sysinfo,,,"1.0",1327004521567
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327004521567
java.vm.version,sysinfo,,,"20.4-b02",1327004521567
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1327004521583
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327004549073
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327004549093
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1327004549140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004553491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004594295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004596360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004600587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004601674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004603414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004603681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004851202
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1327004860167
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1327004860188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004861396
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1327004885617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004925184
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1327004925346
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1327004925365
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1327004928407
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1327004928444
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1327004932821
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1327004932827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004942422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004966480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004977046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004982966
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1327004992503
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1327004992671
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327004992812
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1327004992862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327004992865
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1327004993119
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327004993189
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1327004994397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327004999929
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1327005001857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005001923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327005001930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005006721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005026290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005042799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005044473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327005044478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005063079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005118845
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1327005132434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005138335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327005144945
