what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1328112065043
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112158715
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1328112162865
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112164051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112175012
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112177519
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112177534
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112180302
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112183427
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112183571
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112184552
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112204722
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112204985
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112205872
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112213654
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112233632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112234005
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112237075
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112240630
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112265192
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112289391
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112289516
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112290405
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1328112317226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112343439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112349627
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328112363199
